Date of obs,Date of pub,Period of obs,Brief decsription,Content Type,Strategies,Calls to action,Engagement metrics,Like ,Heart,Haha,Angry,Surprised,Tears,Comments (No.),,Page/Account/Group,,share,views,Hug,Thinking
15-May-20,15-May-20,10 am to 5 pm,Post saying Hindus are in danger in India,C5,"S1,S2",A1,people saying we need to unite and take action,1 k,10,2,86,0,92,73,,Updesh Rana,,192,,0,2
,,,,,,,,,,,,,,,,,,,,,
16-May-20,16-May-20,10 am to 5 pm,Post about some friend,C4,-,-,people writing jai shree ram,14,1,0,0,0,0,9,,Nitin Gupta,,1,,0,0
16-May-20,16-May-20,10 am to 5 pm,Post saying how history has forgotten Hindu Kings,C5,"S2,S4",-,no comments,3,0,0,0,0,0,0,,Nitin Gupta,,1,,0,0
16-May-20,16-May-20,10 am to 5 pm,Post about new appointment to the organization,C4,-,-,people congrulating her,445,13,0,0,0,0,58,,Karni Sena,,6,,0,1
16-May-20,16-May-20,10 am to 5 pm,Post about celebrating death anniversary of former Vice President,C4,-,-,people paying respect,38,1,0,0,0,0,3,,Karni Sena,,0,,0,0
16-May-20,15-May-20,10 am to 5 pm,"Post saying people who are not of their motherland, cannot be of any place",C4,-,-,people agreeing,231,52,1,0,4,0,64,,Aryan Singh,,8,,0,0
16-May-20,15-May-20,10 am to 5 pm,Post about new appointment to the organization,C4,-,-,people congrulating her,122,13,0,0,0,0,18,,Hindu Putra,,2,,0,0
16-May-20,16-May-20,10 am to 5 pm,Post saying indian flag should be put on Indian made things,C4,S5,-,people agreeing,24,1,0,0,0,0,3,,Hindu Putra - G,,3,,0,0
16-May-20,16-May-20,10 am to 5 pm,Youtube link of ramayana tv series,C6,-,-,no comments,2,0,0,0,0,0,1,,Hindu Putra - G,,0,,0,0
16-May-20,16-May-20,10 am to 5 pm,asking for donation for nagesh samrat who is in jail,C4,S4,-,one person saying he wish he could,15,3,0,0,0,0,3,,Hindu Putra - G,,0,,0,0
16-May-20,15-May-20,10 am to 5 pm,Post saying Sudhir Chaudhary was threatened from UAE,C4,S5,-,people saying they will support him,17,0,0,0,0,0,5,,Hindu Putra - G,,1,,0,1
16-May-20,16-May-20,10 am to 5 pm,Post asking how many people are ready to join army for three years,C4,S5,-,one comment asking about the procedure,7,0,0,0,0,0,1,,Hindu Putra - G,,0,,0,0
16-May-20,16-May-20,10 am to 5 pm,Post saying Brahmans should help each other in employment,C5,-,-,people agreeing,347,19,0,0,0,0,139,,Brahman Samaj Seva Samiti,,4,,0,3
16-May-20,16-May-20,10 am to 5 pm,Picture of God Shiva,C4,-,-,people writing har har mahadev,105,5,0,0,0,0,4,,Brahman Samaj Seva Samiti,,2,,0,0
16-May-20,15-May-20,10 am to 5 pm,post against the reservation,C4,-,-,people agreeing ,403,2,0,66,1,40,80,,Brahman Samaj Seva Samiti,,102,,0,1
16-May-20,16-May-20,10 am to 5 pm,Post saying SC/ST act is far more dangerous than COVID19,C4,S1,-,people agreeing ,85,2,0,0,1,0,20,,Brahman Samaj Seva Samiti,,4,,0,0
16-May-20,16-May-20,10 am to 5 pm,Post urging people to use their mobile phone to promote religion,C4,S5,-,people writing jai shree ram,643,22,0,0,0,0,79,,Brahman Samaj Seva Samiti,,29,,0,3
16-May-20,15-May-20,10 am to 5 pm,live video saying how media favours muslims over Hindus,C3 ,"S1,S2",-,people saying we will keep supporting you,1.2 k,56,3,22,1,91,130,,Ajeet Bharti,,423,101 k,0,5
16-May-20,16-May-20,10 am to 5 pm,Post about clearing doubts over FIR filed against him,C5,-,-,people supporting him,1.2 k,86,1,7,0,22,162,,Ajeet Bharti,,49,,0,39
16-May-20,15-May-20,10 am to 5 pm,Picture of himself with jai shree ram,C4,-,-,people writing jai shree ram,12 K,429,5,1,1,0,904,,Updesh Rana,,33,,0,49
16-May-20,15-May-20,10 am to 5 pm,live video about tonk rape case,C3 ,S4,-,people supporting him,8.1 k,1 k,8,5,10,22,2.4 k,,Updesh Rana,,2 k,73 k,0,51
16-May-20,15-May-20,10 am to 5 pm,Post supporting yogi's crackdown on azaan through loud speakers in UP,C4,"S1,S2,S4,",A3,people praising it and demanding it all over India,7.4 k,311,553,0,20,1,568,,Updesh Rana,,474,,0,23
,,,,,,,,,,,,,,,,,,,,,
18-May-20,17-May-20,10 am to 5 pm,Post about social work,C4,-,-,people praising it,362,19,0,0,1,0,24,,Karni Sena,,22,,0,1
18-May-20,17-May-20,10 am to 5 pm,Post about social work,C4,-,-,people praising it,148,15,0,0,0,0,24,,Karni Sena,,64,,0,0
18-May-20,18-May-20,10 am to 5 pm,tiktok video of social work,C3 ,-,-,people praising it,14,0,0,0,0,0,2,,Karni Sena,,15,,0,0
18-May-20,16-May-20,10 am to 5 pm,Post urging people to say the word Ram,C4,S4,-,people writing jai shree ram,620,114,0,0,2,0,351,,Aryan Singh,,1,,0,12
18-May-20,17-May-20,10 am to 5 pm,Post wishing someone birthday,C4,-,-,people wishing as well,293,65,0,0,0,0,69,,Aryan Singh,,6,,0,6
18-May-20,17-May-20,10 am to 5 pm,Video showing lack of help for people during corona crisis,C3 ,-,-,people praising him and blaming Nitish Kumar,206,34,0,0,0,20,70,,Aryan Singh,,26,735,0,4
18-May-20,17-May-20,10 am to 5 pm,Post saying there will be announcement of city chief of organization,C4,-,-,people welcoming him,293,52,0,0,1,0,95,,Aryan Singh,,1,,0,9
18-May-20,16-May-20,10 am to 5 pm,Sarcastic post saying how some people behave different social media,C4,--,-,people writing jai shree ram,127,10,0,0,0,0,16,,Rajeev Brahmarshi,,1,,0,0
18-May-20,17-May-20,10 am to 5 pm,Post saying if he was US president he would have removed china from the face of earth,C4,"S3,S1",A1,people writing jai shree ram,120,7,1,0,1,1,9,,Rajeev Brahmarshi,,0,,0,0
18-May-20,17-May-20,10 am to 5 pm,Post of religious greeting,C4,-,-,people greeting back,93,15,0,0,0,0,16,,Rajeev Brahmarshi,,0,,0,0
18-May-20,17-May-20,10 am to 5 pm,Post of social work,C3 ,-,-,people praising it,24,2,0,0,0,0,3,,Rajeev Brahmarshi,,0,,0,0
18-May-20,17-May-20,10 am to 5 pm,His own picture with a subdued caption,C7,-,-,people praising it,318,55,0,0,4,0,38,,Rajeev Brahmarshi,,6,,0,0
18-May-20,17-May-20,10 am to 5 pm,Post saying do not trouble poor people otherwise wrath will be unbearable,C4,-,-,people saying we need a people's revolution,109,9,0,0,0,2,7,,Rajeev Brahmarshi,,7,,0,1
18-May-20,18-May-20,10 am to 5 pm,Post of religious greeting,C4,-,-,people greeting back,103,9,0,0,1,0,16,,Rajeev Brahmarshi,,0,,0,0
18-May-20,18-May-20,10 am to 5 pm,Post about new appointment to the organization,C4,-,-,people congrulating ,20,0,0,0,0,0,1,,Hindu Putra,,1,,0,0
18-May-20,18-May-20,10 am to 5 pm,Post about new appointment to the organization,C4,-,-,People congrulating,39,1,0,0,0,0,4,,Hindu Putra,,0,,0,0
18-May-20,18-May-20,10 am to 5 pm,Post with caption of saying earn money and then pciture saying jai shree ram,C7,S5,-,people writing jai shree ram,44,3,0,0,1,0,18,,Hindu Putra - G,,0,,0,0
18-May-20,18-May-20,10 am to 5 pm,Post saying temples should oepn gurukul,C4,S5,-,people agreeing ,26,0,0,0,0,0,2,,Hindu Putra - G,,2,,0,0
18-May-20,18-May-20,10 am to 5 pm,Picture from serial ramayana,C4,-,-,youtbe link in comment,8,0,0,0,0,0,3,,Hindu Putra - G,,0,,0,0
18-May-20,18-May-20,10 am to 5 pm,Post saying Hindus need to wake up if they want to survive,C4,S5,-,people saying yes we need to wake up,9,0,0,0,0,0,2,,Hindu Putra - G,,1,,0,0
18-May-20,18-May-20,10 am to 5 pm,Post saying Hindu Putra will scream jai shree ram and wake up Hindus,C4,-,-,people writing jai shree ram,41,13,0,0,0,0,6,,Hindu Putra - G,,0,,0,0
18-May-20,18-May-20,10 am to 5 pm,video of police beating workers,C3 ,-,-,no comments,2,0,0,0,0,0,0,,Hindu Putra - G,,0,,0,0
18-May-20,18-May-20,10 am to 5 pm,picture of Indian god,C4,-,-,people praising god,302,16,0,0,0,0,27,,Brahman Samaj Seva Samiti,,6,,0,0
18-May-20,18-May-20,10 am to 5 pm,Post of two brahman girls who cleared IAS,C4,-,-,people praising them,2.6 k,148,1,2,8,1,449,,Brahman Samaj Seva Samiti,,81,,0,9
18-May-20,18-May-20,10 am to 5 pm,Post saying jai parshuram,C4,-,-,people writing jai parshuram,133,6,0,0,0,0,10,,Brahman Samaj Seva Samiti,,0,,0,0
18-May-20,18-May-20,10 am to 5 pm,Post saying good morning,C4,-,-,people writing back,281,16,0,0,0,0,41,,Brahman Samaj Seva Samiti,,2,,0,1
18-May-20,18-May-20,10 am to 5 pm,Post with religious greeting,C4,-,-,people greeting back,181,15,0,0,0,0,42,,Brahman Samaj Seva Samiti,,0,,0,0
18-May-20,17-May-20,10 am to 5 pm,Video about migrant worker crisis,C3 ,-,-,people praising him and urging him to provide help,5.2 k,429,5,9,8,221,1.1 k,,Updesh Rana,,591,41 k,0,18
18-May-20,17-May-20,10 am to 5 pm,Sharing his twitter account link,C6,-,-,people saying they have added up,470,13,2,0,1,0,26,,Updesh Rana,,16,,0,1
18-May-20,17-May-20,10 am to 5 pm,Post saying a muslim man arrested for sexual act with cow,C4,"S1,S2,","A1,A4",people saying he should be punished,4.7 k,20,10,594,9,286,751,,Updesh Rana,,435,,0,3
18-May-20,17-May-20,10 am to 5 pm,Post saying muslims are threatening him,C4,"S1,S2,","A1,A4",people saying we need to defend ourselves,9.1 k,94,26,758,25,397,935,,Updesh Rana,,400,,0,59
18-May-20,18-May-20,10 am to 5 pm,Live video against shahid Afridi,C3 ,"S1,S4",-,people praising him and saying jai shree ram,10 k,1.7 k,64,2,27,4,3.7 k,,Updesh Rana,,2.8 k,87 k,0,86
18-May-20,18-May-20,10 am to 5 pm,Post about a news of rape by a Muslim,C4,"S1,S2","A1,A4",people demanding death,1.6 k,6,1,236,0,120,201,,Updesh Rana,,251,,0,1
18-May-20,16-May-20,10 am to 5 pm,link to article of news of susension of policeman who behaved with the family of victim,C6,S1,A4,people saying this is not enough,765,55,0,2,6,0,64,,Ajeet Bharti,,92,,0,0
18-May-20,16-May-20,10 am to 5 pm,Link to article against Lallantop editor Suarabh trivedi,C6,"S2,S3",-,people praising ajeet bharti and agreeing,466,2,212,1,3,1,59,,Ajeet Bharti,,69,,0,0
18-May-20,17-May-20,10 am to 5 pm,Live video about bihar case,C3 ,-,-,people still praising him,817,43,2,42,2,14,97,,Ajeet Bharti,,103,107 k,0,1
18-May-20,18-May-20,10 am to 5 pm,Post against Prashant Bhushan who criticised opidia,C4,"S1,S2,",-,people criticising Bhushan and praising him,779,6,272,105,0,2,179,,Ajeet Bharti,,126,,0,9
18-May-20,18-May-20,10 am to 5 pm,Post against Hindu religious figure talking about secularity,C3 ,S1,-,no comments,1,0,0,0,0,0,0,,Nitin Gupta,,1,,0,0
18-May-20,18-May-20,10 am to 5 pm,Post against Hindu religious figure talking about secularity,C3 ,S1,-,people calling it shameful,4,0,2,0,0,2,15,,Nitin Gupta,,0,,0,0
18-May-20,18-May-20,10 am to 5 pm,Post sarcstically glorfying islamic followers,C5,"S1,S2,S3,S5",-,no comments,7,0,0,0,0,0,0,,Nitin Gupta,,1,,0,0
18-May-20,18-May-20,10 am to 5 pm,Post of a religious preacher talking other one,C3 ,-,-,no comments,1,0,0,0,0,0,0,,Nitin Gupta,,0,,0,0
18-May-20,18-May-20,10 am to 5 pm,Post against religious preachers who talk of secularism or liberalism,C5,"S1,S2,S4",-,just one comment calling it danger for society,6,0,0,0,0,0,1,,Nitin Gupta,,0,,0,0
18-May-20,18-May-20,10 am to 5 pm,Post asking to boycott such preachers who talk of secularism,C5,S1,A3,no comments,7,0,0,0,0,0,0,,Nitin Gupta,,0,,0,0
18-May-20,18-May-20,10 am to 5 pm,Post against religious preachers who talk of secularism or liberalism,C5,"S1,S2,",-,one comment saying we have woken up now,10,0,0,0,0,0,2,,Nitin Gupta,,1,,0,0
18-May-20,18-May-20,10 am to 5 pm,Post claiming Qutub Minar is a Hindu structure claimed by Muslims,C3 ,S2,-,no comments,1,0,0,0,0,0,0,,Nitin Gupta,,1,,0,0
18-May-20,18-May-20,10 am to 5 pm,Post asking to boycott such preachers who talk of secularism,C4,-,A3,no comments,3,1,0,0,0,0,0,,Nitin Gupta,,1,,0,0
18-May-20,18-May-20,10 am to 5 pm,Post claiming how Muslims contrl India,C5,S2,A2,no comments,2,0,0,0,0,0,0,,Nitin Gupta,,0,,0,0
,,,,,,,,,,,,,,,,,,,,,
19-May-20,19-May-20,10 am to 5 pm,Post for Prithviraj Chauhan's birthday,C4,-,- ,people paying respect,779,66,0,0,2,0,131,,Karni Sena,,47,,0,4
19-May-20,19-May-20,10 am to 5 pm,Live video for Prthiviraj Chauhan's birthday,C3 ,"S4,S2,S1",-,people paying respect,2.7 k,410,3,2,6,2,2.4 k,,Karni Sena,,841,41 k,0,10
19-May-20,18-May-20,10 am to 5 pm,Posting his picture with a weapon,C7,-,-,people praising it,694,154,1,0,12,0,199,,Aryan Singh,,4,,0,14
19-May-20,18-May-20,10 am to 5 pm,Post saying he will be live ,C4,-,-,people welcoming him,231,44,0,0,6,0,64,,Aryan Singh,,2,,0,0
19-May-20,18-May-20,10 am to 5 pm,Live video about muslims and corona virus,C3 ,"S1,S2,S4,S5",-,"people agreeing, also he shared two more videos in the comments",365,111,3,1,0,2,800,,Aryan Singh,,175,2.2 k,0,6
19-May-20,19-May-20,10 am to 5 pm,Post about Prithvir raj chauhan birthday,C5,"S1,S2,S4,S5",-,people writing jai shree ram,287,59,0,0,2,0,60,,Aryan Singh,,14,,0,5
19-May-20,19-May-20,10 am to 5 pm,Post urging people to say jai parshuram,C4,-,-,people saying jai parshuram,1.2 k,46,0,1,0,,251,,Brahman Samaj Seva Samiti,,12,,0,3
19-May-20,19-May-20,10 am to 5 pm,picture of Indian god,C4,-,-,people greeting back,743,47,1,0,2,0,52,,Brahman Samaj Seva Samiti,,10,,0,3
19-May-20,18-May-20,10 am to 5 pm,Picture of boy and asking oeople to wish him on his birthday,C4,-,-,people wishing him,1.3 k,44,0,0,1,0,189,,Brahman Samaj Seva Samiti,,2,,0,5
19-May-20,19-May-20,10 am to 5 pm,post about someone's death anniversary,C4,-,-,people paying respect,49,0,0,0,0,16,21,,Hindu Putra,,1,,0,0
19-May-20,18-May-20,10 am to 5 pm,Post saying Pakistan will end in front of them,C4,S4,A1,people writing jai shree ram,19,0,0,0,3,0,2,,Hindu Putra - G,,1,,0,0
19-May-20,19-May-20,10 am to 5 pm,Post against religious preachers who talk of secularism or liberalism,C4,S1,-,people calling her muslim,9,0,0,1,0,1,4,,Hindu Putra - G,,2,,0,2
19-May-20,19-May-20,10 am to 5 pm,Post against religious preachers who talk of secularism or liberalism,C4,"S1,S2","A1,A3",people sayung boycott or should be lynched,11,0,0,1,0,0,5,,Hindu Putra - G,,0,,0,0
19-May-20,19-May-20,10 am to 5 pm,post wishing Nathuram Godse's birthday,C4,S4,-,people writing jai shree ram,17,3,0,0,0,0,4,,Hindu Putra - G,,2,,0,0
19-May-20,19-May-20,10 am to 5 pm,Video claiming that muslims are boycotting hindu shops,C3 ,S2?,-,no comments,1,0,0,0,0,0,0,,Hindu Putra - G,,0,,0,0
19-May-20,18-May-20,10 am to 5 pm,Live video about social work,C3 ,-,-,people praising it,4 k,379,19,2,3,4,752,,Updesh Rana,,364,28 K,0,23
19-May-20,18-May-20,10 am to 5 pm,Post about social work but calling opposition dogs,C4,S1,-,people praising it,1.3 k,77,2,0,2,0,144,,Updesh Rana,,25,,0,3
19-May-20,18-May-20,10 am to 5 pm,Live video about social work,C3 ,-,-,people praising him,6.1 k,713,5,3,9,13,3.1 k,,Updesh Rana,,541,43 k,0,39
19-May-20,18-May-20,10 am to 5 pm,Post about social work,C4,-,-,people praising it,10 k,607,11,0,14,263,627,,Updesh Rana,,144,,0,76
19-May-20,19-May-20,10 am to 5 pm,Post about social work,C4,-,-,people praising it,6.8 k,324,1,0,10,0,283,,Updesh Rana,,91,,0,23
19-May-20,19-May-20,10 am to 5 pm,Post about Prithvir raj chauhan birthday,C4,-,-,people paying respect,11 k,668,0,1,12,0,824,,Updesh Rana,,201,,0,26
19-May-20,18-May-20,10 am to 5 pm,Post with his own picture,C7,-,-,people writing jai ho,124,20,0,0,2,1,20,,Rajeev Brahmarshi,,0,,0,1
19-May-20,18-May-20,10 am to 5 pm,Post against religious preachers who talk of secularism or liberalism,C5,"S1,S2,S5",-,no comments,5,0,0,0,0,0,0,,Rajeev Brahmarshi,,1,,0,0
19-May-20,18-May-20,10 am to 5 pm,Post with people from his organization talking about defence of religion,C7,S4,-,people writing jai shree ram,213,30,0,0,0,0,0,,Rajeev Brahmarshi,,0,,0,2
19-May-20,19-May-20,10 am to 5 pm,Post against religious preachers who talk of secularism or liberalism,C3 ,"S1,S2",A3,people asking to boycott,9,0,0,1,0,4,3,,Rajeev Brahmarshi,,4,,0,0
19-May-20,19-May-20,10 am to 5 pm,Post about a muder of a sadhu,C4,"S1,S5",-,people blaming it on congress,74,0,0,14,0,50,9,,Rajeev Brahmarshi,,44,,0,0
19-May-20,19-May-20,10 am to 5 pm,"Post saying if bihar government cannot take care of people, there is a need for revolution",C4,-,-,people agreeing,156,15,0,0,0,0,21,,Rajeev Brahmarshi,,17,,0,0
19-May-20,18-May-20,10 am to 5 pm,News clip of yogis interview,C3 ,,,no comments,1,0,0,0,0,0,0,,Nitin Gupta,,1,,0,0
19-May-20,19-May-20,10 am to 5 pm,Post making fun of Rahul Gandhi,C5,"S3,S4",-,no comments,6,0,2,0,0,0,0,,Nitin Gupta,,0,,0,0
19-May-20,19-May-20,10 am to 5 pm,Post saying bollywood has a conspiracy against Hindus,C5,"S1,S2",-,one comment saying we need to keep our girls in control,13,0,0,0,0,0,1,,Nitin Gupta,,2,,0,0
19-May-20,19-May-20,10 am to 5 pm,Post for nathur ram godse birthday,C4,"S2,S4",-,comments blaming gandhi for partition,10,0,0,0,0,0,2,,Nitin Gupta,,1,,0,0
,,,,,,,,,,,,,,,,,,,,0,
20-May-20,20-May-20,10 am to 5 pm,Post about social work,C4,-,-,people praising it,86,5,0,0,0,0,3,,Karni Sena,,4,,0,0
20-May-20,20-May-20,10 am to 5 pm,Post about celebrating Prithviraj Chauhan's birthday,C4,-,-,people praising it,88,7,0,0,0,0,4,,Karni Sena,,1,,0,2
20-May-20,19-May-20,10 am to 5 pm,Post against religious preacher Murari and calling him hidden Muslim agent,C5,"S1,S2",A3,people calling him traitor,1,0,0,0,0,0,1,,Nitin Gupta,,0,,0,0
20-May-20,20-May-20,10 am to 5 pm,Post saying brahmans are suffering because of covid crisis,C4,-,-,no comments,1,0,0,0,0,0,0,,Nitin Gupta,,0,,0,0
20-May-20,20-May-20,10 am to 5 pm,Post about orgnaization work,C3 ,-,-,people writing jai shree ram,70,14,0,0,0,0,19,,Aryan Singh,,6,,0,0
20-May-20,19-May-20,10 am to 5 pm,Shared a post saying we should all support eacg other,C4,-,-,people writing jai shree ram,28,2,0,0,0,0,2,,Rajeev Brahmarshi,,0,,0,0
20-May-20,20-May-20,10 am to 5 pm,Post about religious greeting,C4,-,-,no comments,19,1,0,0,0,0,0,,Rajeev Brahmarshi,,0,,0,0
20-May-20,20-May-20,10 am to 5 pm,Old Video of Rajeev Brahmarshi and people walking to catch someone accused of beef exporter,C3 ,S1,A1,a guy saying they should be killed,12,2,0,0,0,0,3,,Hindu Putra - G,,5,,0,0
20-May-20,20-May-20,10 am to 5 pm,video of a farmer crying and telling his problems,C3 ,S1,-,one comment saying we should not trust 'zahil kaum',18,1,0,0,0,4,1,,Hindu Putra - G,,2,,0,0
20-May-20,19-May-20,10 am to 5 pm,post wishing Nathuram Godse's birthday,C4,"S2,S4",-,no comments,2,0,0,0,0,0,0,,Hindu Putra - G,,0,,0,0
20-May-20,20-May-20,10 am to 5 pm,Shared live video of Updesh rana asking to report someone who commented on saffron,C3 ,-,-,no comments,1,0,0,0,0,0,0,,Hindu Putra - G,,0,,0,0
20-May-20,18-May-20,10 am to 5 pm,video claiming that Hindu families are being forced to opt out of Mewat,C3 ,S5,-,no comments,5,0,0,4,0,0,0,,Hindu Putra - G,,3,,0,0
20-May-20,18-May-20,10 am to 5 pm,post asking to boycott halaal products,C4,S2,A2,no comments,0,0,0,0,0,0,0,,Hindu Putra - G,,0,,0,0
20-May-20,20-May-20,10 am to 5 pm,Post asking people to say jai parshuram,C4,-,-,people saying jai parshuram,577,31,0,0,0,0,318,,Brahman Samaj Seva Samiti,,2,,0,4
20-May-20,20-May-20,10 am to 5 pm,picture of Indian god,C4,-,-,people paying respect,157,12,0,0,0,0,7,,Brahman Samaj Seva Samiti,,1,,0,0
20-May-20,20-May-20,10 am to 5 pm,Post asking people to say jai parshuram,C4,-,-,people saying jai parshuram,769,33,0,0,0,0,379,,Brahman Samaj Seva Samiti,,1,,0,3
20-May-20,20-May-20,10 am to 5 pm,Post asking people to say jai parshuram,C4,-,-,people saying jai parshuram,649,30,0,0,0,0,140,,Brahman Samaj Seva Samiti,,4,,0,1
20-May-20,20-May-20,10 am to 5 pm,Post asking people to say jai parshuram,C4,-,-,people saying jai parshuram,1.9 k,74,2,1,0,0,390,,Brahman Samaj Seva Samiti,,15,,0,5
20-May-20,20-May-20,10 am to 5 pm,Post saying jai shree ram,C4,-,-,people saying jai shree ram,241,9,0,0,0,0,28,,Brahman Samaj Seva Samiti,,3,,0,1
20-May-20,19-May-20,10 am to 5 pm,Post against Pankaj Poonia for criticising right wing people,C4,"S1,S3,S4","A1,A4",people demanding they should be punished,2.6 k,20,11,927,6,144,1 k,,Updesh Rana,,295,,0,0
20-May-20,20-May-20,10 am to 5 pm,Live video against Pankaj Poonia and urging his followers to file FIR against him,C3 ,"S1,S3,S4","A1,A4",people demanding they should be punished,7.3 k,859,6,46,10,13,2.3 k,,Updesh Rana,,3.4 k,86 k,0,19
20-May-20,20-May-20,10 am to 5 pm,Post criticising Priyanka Gandhi,C6,"S1,S2",-,people saying this is congress trying to gain attention,4.6 k,128,34,0,6,0,281,,Updesh Rana,,493,,0,2
20-May-20,19-May-20,10 am to 5 pm,Live video against tik tok but giving it religious religion,C3 ,S1,A3,people asking to ban it,719,25,0,80,3,48,80,,Ajeet Bharti,,283,94 k,0,0
